rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold,proximity
I0,2112.704284000026,0.0184386061779635,38.95532226317295,614.0,True,1,crossing_found,Anglosphere ex-US,domestic_PIs,67531.7991356425,614.0,0.9815613938220364
I0,2112.704284000026,0.042351957351928,89.47716173320484,3183.492021276596,True,1,crossing_found,Anglosphere ex-US,domestic_active,67531.7991356425,3183.492021276596,0.957648042648072
I0,5615.333170969292,0.0082893603271708,46.547520011279104,781.0,True,1,crossing_found,Continental Europe,domestic_PIs,195095.2684158637,781.0,0.9917106396728292
I0,5615.333170969292,0.0178492726058274,100.2296125411766,3923.499485066941,True,1,crossing_found,Continental Europe,domestic_active,195095.2684158637,3923.499485066941,0.9821507273941726
I0,1023.5052781287504,0.0143778691343416,14.715824947243132,536.0,True,1,crossing_found,Hindu,domestic_PIs,53434.3485385223,536.0,0.9856221308656584
I0,1023.5052781287504,0.0343997033397949,35.20827793434337,2248.8695652173915,True,1,crossing_found,Hindu,domestic_active,53434.3485385223,2248.8695652173915,0.9656002966602051
I0,1816.5929916076263,0.0100169942665537,18.196801581595384,571.0,True,1,crossing_found,Islamic,domestic_PIs,88522.00518421628,571.0,0.9899830057334463
I0,1816.5929916076263,0.0211915854785872,38.49648566145552,2254.7179487179487,True,1,crossing_found,Islamic,domestic_active,88522.00518421628,2254.7179487179487,0.9788084145214128
I0,1189.5166364738277,0.0550278992346983,65.45660160987909,424.0,True,1,crossing_found,Japanese,domestic_PIs,29331.82882692992,424.0,0.9449721007653017
I0,1189.5166364738277,0.0584715213449275,69.55284739972579,1792.6470588235293,True,1,crossing_found,Japanese,domestic_active,29331.82882692992,1792.6470588235293,0.9415284786550725
I0,1656.344401139248,0.0198062123554622,32.80590894274492,494.0,True,1,crossing_found,Other Civilizations,domestic_PIs,59354.8483926087,494.0,0.9801937876445378
I0,1656.344401139248,0.0312457119343472,51.75366002206579,2068.969696969697,True,1,crossing_found,Other Civilizations,domestic_active,59354.8483926087,2068.969696969697,0.9687542880656528
I0,146.34508407074387,0.1561883510158326,22.85739736028288,372.0,True,1,crossing_found,Other Western,domestic_PIs,4824.24697299595,372.0,0.8438116489841674
I0,146.34508407074387,0.3073571008988482,44.980200770782055,1601.2173913043478,True,1,crossing_found,Other Western,domestic_active,4824.24697299595,1601.2173913043478,0.6926428991011517
I0,6479.107621180145,0.004273416735035,27.68792693644452,658.0,True,1,crossing_found,Sinic,domestic_PIs,303934.77257208445,658.0,0.995726583264965
I0,6479.107621180145,0.008903895151287,57.68929493289284,3129.4270557029176,True,1,crossing_found,Sinic,domestic_active,303934.77257208445,3129.4270557029176,0.991096104848713
I0,4453.2239743429045,0.0049657403266696,22.11355387308678,356.0,True,1,crossing_found,United States,domestic_PIs,147066.61070416053,356.0,0.9950342596733304
I0,4453.2239743429045,0.0111839268974276,49.80453138692341,1844.0637813211845,True,1,crossing_found,United States,domestic_active,147066.61070416053,1844.0637813211845,0.9888160731025724
