rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold
r,0.06325770515195472,68213.93852084958,1.0101010100988863,Anglosphere ex-US,domestic_active,3183.4920212765956
I0,1885.9411764725494,68207.11712699893,0.9999999999999978,Anglosphere ex-US,domestic_active,3183.4920212765956
h_D,0.0886244132610387,67846.30936582063,0.4657216810504535,Anglosphere ex-US,domestic_active,3183.4920212765956
p_D,0.0734687021480323,67762.14569949711,0.34109348011288176,Anglosphere ex-US,domestic_active,3183.4920212765956
beta,0.0223066560129662,67647.75066862983,0.17169916168593066,Anglosphere ex-US,domestic_active,3183.4920212765956
h_A,0.1540762693288373,67552.17793934903,0.03017660415886728,Anglosphere ex-US,domestic_active,3183.4920212765956
p_A,0.1100347161666016,67542.28889099407,0.015533060700030545,Anglosphere ex-US,domestic_active,3183.4920212765956
alpha,0.0486519990788181,67351.57819039257,-0.26686827177216255,Anglosphere ex-US,domestic_active,3183.4920212765956
d,0.0456012888273175,65721.61554324291,-2.680490695596177,Anglosphere ex-US,domestic_active,3183.4920212765956
r,0.06325770515195472,30114.76756493026,1.0101010100988914,Anglosphere ex-US,domestic_PIs,614.0
I0,1885.9411764725494,30111.756088174403,1.0000000000000207,Anglosphere ex-US,domestic_PIs,614.0
h_D,0.0886244132610387,30024.663812704253,0.7078775546425533,Anglosphere ex-US,domestic_PIs,614.0
p_D,0.0734687021480323,30017.00451653776,0.6821869602265181,Anglosphere ex-US,domestic_PIs,614.0
beta,0.0223066560129662,29875.36551727097,0.20710543777874832,Anglosphere ex-US,domestic_PIs,614.0
h_A,0.1540762693288373,29829.07506818237,0.051839323631899976,Anglosphere ex-US,domestic_PIs,614.0
p_A,0.1100347161666016,29822.881824630153,0.03106612140011004,Anglosphere ex-US,domestic_PIs,614.0
alpha,0.0486519990788181,29755.240940132942,-0.19581301890021982,Anglosphere ex-US,domestic_PIs,614.0
d,0.0456012888273175,28804.079126140725,-3.3861730540939794,Anglosphere ex-US,domestic_PIs,614.0
r,0.059492725763902854,197065.92769278196,1.0101010100960384,Continental Europe,domestic_active,3923.499485066941
I0,4967.970588247397,197046.22110002238,0.9999999999999982,Continental Europe,domestic_active,3923.499485066941
h_D,0.0874078776328974,195862.73629385576,0.393381082085544,Continental Europe,domestic_active,3923.499485066941
p_D,0.0733475891758883,195787.50329523027,0.3548188969355046,Continental Europe,domestic_active,3923.499485066941
beta,0.0359331483658591,195306.42832086486,0.10823425227874141,Continental Europe,domestic_active,3923.499485066941
h_A,0.1540412584288036,195139.00053026035,0.02241577397120258,Continental Europe,domestic_active,3923.499485066941
p_A,0.1070004287270768,195119.55998925987,0.01245113405023614,Continental Europe,domestic_active,3923.499485066941
alpha,0.0279291100322499,194833.38469575494,-0.13423376293810116,Continental Europe,domestic_active,3923.499485066941
d,0.0458472850546197,189864.06956204973,-2.6813560863317436,Continental Europe,domestic_active,3923.499485066941
r,0.059492725763902854,84349.00309040582,1.01010101009604,Continental Europe,domestic_PIs,781.0
I0,4967.970588247397,84340.56819010094,1.0000000000000073,Continental Europe,domestic_PIs,781.0
p_D,0.0733475891758883,84098.09974014347,0.7096377938727514,Continental Europe,domestic_PIs,781.0
h_D,0.0874078776328974,84059.6330689249,0.6635729655647564,Continental Europe,domestic_PIs,781.0
beta,0.0359331483658591,83609.48345249346,0.12450722015622379,Continental Europe,domestic_PIs,781.0
h_A,0.1540412584288036,83539.69212429362,0.04093030931190582,Continental Europe,domestic_PIs,781.0
p_A,0.1070004287270768,83526.3078262467,0.024902268100564194,Continental Europe,domestic_PIs,781.0
alpha,0.0279291100322499,83438.20703460445,-0.08060069621207072,Continental Europe,domestic_PIs,781.0
d,0.0458472850546197,80677.99448727295,-3.3860262258589255,Continental Europe,domestic_PIs,781.0
r,0.02728726333771192,53974.08943284799,1.0101010100957062,Hindu,domestic_active,2248.8695652173915
I0,825.5588235315529,53968.69202390754,1.0,Hindu,domestic_active,2248.8695652173915
h_D,0.0622966244175946,53616.553123653415,0.34098775434632894,Hindu,domestic_active,2248.8695652173915
p_D,0.0884481750990975,53547.3634347974,0.21150233766508283,Hindu,domestic_active,2248.8695652173915
beta,0.0383909319880278,53504.51512048433,0.1313136285575283,Hindu,domestic_active,2248.8695652173915
h_A,0.124886869871314,53449.68657603749,0.028704453099335364,Hindu,domestic_active,2248.8695652173915
p_A,0.0942134542693209,53440.013859379585,0.01060239529856653,Hindu,domestic_active,2248.8695652173915
alpha,0.0276416787397928,53368.63891783207,-0.12297262432773522,Hindu,domestic_active,2248.8695652173915
d,0.0277057844536427,52079.678222836075,-2.5352050745217234,Hindu,domestic_active,2248.8695652173915
r,0.02728726333771192,30559.964596749393,1.0101010100957004,Hindu,domestic_PIs,536.0
I0,825.5588235315529,30556.90860029132,0.9999999999999905,Hindu,domestic_PIs,536.0
h_D,0.0622966244175946,30422.028577872537,0.5541799583689712,Hindu,domestic_PIs,536.0
p_D,0.0884481750990975,30382.342329017094,0.4230046753312894,Hindu,domestic_PIs,536.0
beta,0.0383909319880278,30296.253471190063,0.13845446921366922,Hindu,domestic_PIs,536.0
h_A,0.124886869871314,30269.487182077333,0.04998363481912307,Hindu,domestic_PIs,536.0
p_A,0.0942134542693209,30260.78032551782,0.02120479059721159,Hindu,domestic_PIs,536.0
alpha,0.0276416787397928,30235.84279056382,-0.06122144771440398,Hindu,domestic_PIs,536.0
d,0.0277057844536427,29332.29583410979,-3.047722595313703,Hindu,domestic_PIs,536.0
r,0.031757654631064725,89416.1668527414,1.0101010100983936,Islamic,domestic_active,2254.7179487179487
I0,1501.2647058842704,89407.22523605844,0.9999999999999963,Islamic,domestic_active,2254.7179487179487
h_D,0.0571401869452409,88852.21938776437,0.3730306412071333,Islamic,domestic_active,2254.7179487179487
p_D,0.0915865428647781,88716.34650451239,0.21954012439243842,Islamic,domestic_active,2254.7179487179487
beta,0.0400314250509485,88646.32851853903,0.14044342315114516,Islamic,domestic_active,2254.7179487179487
h_A,0.1075209665461618,88553.92548351664,0.036059168829184966,Islamic,domestic_active,2254.7179487179487
p_A,0.088195232366538,88532.34589800285,0.011681517793291275,Islamic,domestic_active,2254.7179487179487
alpha,0.0289221310480643,88403.25642371082,-0.13414603550647566,Islamic,domestic_active,2254.7179487179487
d,0.0300792155414555,86239.22395135056,-2.5787726205650197,Islamic,domestic_active,2254.7179487179487
r,0.031757654631064725,47750.031085590395,1.010101010098381,Islamic,domestic_PIs,571.0
I0,1501.2647058842704,47745.25608248307,0.9999999999999859,Islamic,domestic_PIs,571.0
h_D,0.0571401869452409,47562.4464898605,0.6132857927710536,Islamic,domestic_PIs,571.0
p_D,0.0915865428647781,47480.0951204686,0.4390802487854267,Islamic,domestic_PIs,571.0
beta,0.0400314250509485,47342.27202056018,0.14753017171175115,Islamic,domestic_PIs,571.0
h_A,0.1075209665461618,47302.30617909414,0.06298669411271306,Islamic,domestic_PIs,571.0
p_A,0.088195232366538,47283.57507292331,0.02336303558660318,Islamic,domestic_PIs,571.0
alpha,0.0289221310480643,47241.487224171135,-0.06566932223814476,Islamic,domestic_PIs,571.0
d,0.0300792155414555,45789.148152275964,-3.1379378217096328,Islamic,domestic_PIs,571.0
I0,1134.4064103261521,29625.14711519922,1.0000000000000027,Japanese,domestic_active,1792.6470588235293
r,0.10153506476203165,29526.61339330244,0.6640723547168871,Japanese,domestic_active,1792.6470588235293
h_D,0.0398996220291603,29447.04338171672,0.39279703787519127,Japanese,domestic_active,1792.6470588235293
p_D,0.0639860385459953,29412.13451657136,0.2737834388550372,Japanese,domestic_active,1792.6470588235293
beta,0.0291990957676168,29364.830736915967,0.11251228207000828,Japanese,domestic_active,1792.6470588235293
h_A,0.0964979633007661,29342.18366101956,0.035302381418967195,Japanese,domestic_active,1792.6470588235293
p_A,0.1065431871429977,29335.837780085087,0.0136675867666556,Japanese,domestic_active,1792.6470588235293
alpha,0.0247545801112815,29286.201570737572,-0.1555554427293535,Japanese,domestic_active,1792.6470588235293
d,0.0552190245713187,28664.79880665153,-2.2740826158987355,Japanese,domestic_active,1792.6470588235293
I0,1134.4064103261521,7444.146318153576,1.000000000000013,Japanese,domestic_PIs,424.0
h_D,0.0398996220291603,7432.907943145618,0.847521014862964,Japanese,domestic_PIs,424.0
p_D,0.0639860385459953,7421.209562228848,0.6888008040964885,Japanese,domestic_PIs,424.0
r,0.10153506476203165,7419.386966234759,0.6640723547168604,Japanese,domestic_PIs,424.0
beta,0.0291990957676168,7381.783746210432,0.1538828635195586,Japanese,domestic_PIs,424.0
h_A,0.0964979633007661,7376.436965125578,0.08133930157300469,Japanese,domestic_PIs,424.0
p_A,0.1065431871429977,7372.9762797761,0.03438573492359795,Japanese,domestic_PIs,424.0
alpha,0.0247545801112815,7366.271613241836,-0.05658121964971657,Japanese,domestic_PIs,424.0
d,0.0552190245713187,7125.730955376892,-3.320166512850315,Japanese,domestic_PIs,424.0
r,0.06620238535606404,59954.39231576625,1.0101010101008574,Other Civilizations,domestic_active,2068.969696969697
I0,1477.6470588236393,59948.39687653479,1.000000000000042,Other Civilizations,domestic_active,2068.969696969697
h_D,0.0452822484630843,59643.22427335612,0.4858505893906974,Other Civilizations,domestic_active,2068.969696969697
p_D,0.0742625094026513,59541.138380122095,0.31385807993507636,Other Civilizations,domestic_active,2068.969696969697
beta,0.0351000550712216,59461.86541904563,0.18030039556175212,Other Civilizations,domestic_active,2068.969696969697
h_A,0.0885455182956007,59391.3503089576,0.06149778381619979,Other Civilizations,domestic_active,2068.969696969697
p_A,0.0946257345779401,59366.8456691562,0.02021279958154009,Other Civilizations,domestic_active,2068.969696969697
alpha,0.0334535936134483,59243.78795653689,-0.18711266068302257,Other Civilizations,domestic_active,2068.969696969697
d,0.0418088008437154,57698.58808369623,-2.790438108706712,Other Civilizations,domestic_active,2068.969696969697
r,0.06620238535606404,22545.60434133364,1.0101010101008536,Other Civilizations,domestic_PIs,494.0
I0,1477.6470588236393,22543.349780899553,1.0000000000000444,Other Civilizations,domestic_PIs,494.0
h_D,0.0452822484630843,22503.014552646353,0.8192878124517305,Other Civilizations,domestic_PIs,494.0
p_D,0.0742625094026513,22460.255475693375,0.627716159870184,Other Civilizations,domestic_PIs,494.0
