rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,abs_elasticity
d,0.0456012888273175,28804.079126140725,-3.3861730540939794,Anglosphere ex-US,domestic_PIs,614.0,3.3861730540939794
h_D,0.0886244132610387,30024.663812704253,0.7078775546425533,Anglosphere ex-US,domestic_PIs,614.0,0.7078775546425533
p_D,0.0734687021480323,30017.00451653776,0.6821869602265181,Anglosphere ex-US,domestic_PIs,614.0,0.6821869602265181
d,0.0458472850546197,80677.99448727295,-3.386026225858925,Continental Europe,domestic_PIs,781.0,3.386026225858925
p_D,0.0733475891758883,84098.09974014347,0.7096377938727514,Continental Europe,domestic_PIs,781.0,0.7096377938727514
h_D,0.0874078776328974,84059.6330689249,0.6635729655647564,Continental Europe,domestic_PIs,781.0,0.6635729655647564
d,0.0277057844536427,29332.29583410979,-3.047722595313703,Hindu,domestic_PIs,536.0,3.047722595313703
h_D,0.0622966244175946,30422.028577872537,0.5541799583689712,Hindu,domestic_PIs,536.0,0.5541799583689712
p_D,0.0884481750990975,30382.34232901709,0.4230046753312894,Hindu,domestic_PIs,536.0,0.4230046753312894
d,0.0300792155414555,45789.14815227597,-3.1379378217096328,Islamic,domestic_PIs,571.0,3.1379378217096328
h_D,0.0571401869452409,47562.4464898605,0.6132857927710536,Islamic,domestic_PIs,571.0,0.6132857927710536
p_D,0.0915865428647781,47480.0951204686,0.4390802487854267,Islamic,domestic_PIs,571.0,0.4390802487854267
d,0.0552190245713187,7125.730955376892,-3.320166512850315,Japanese,domestic_PIs,424.0,3.320166512850315
h_D,0.0398996220291603,7432.907943145618,0.847521014862964,Japanese,domestic_PIs,424.0,0.847521014862964
p_D,0.0639860385459953,7421.209562228848,0.6888008040964885,Japanese,domestic_PIs,424.0,0.6888008040964885
d,0.0418088008437154,21514.23846525017,-3.610683145618948,Other Civilizations,domestic_PIs,494.0,3.610683145618948
h_D,0.0452822484630843,22503.014552646357,0.8192878124517305,Other Civilizations,domestic_PIs,494.0,0.8192878124517305
p_D,0.0742625094026513,22460.25547569337,0.627716159870184,Other Civilizations,domestic_PIs,494.0,0.627716159870184
d,0.0442928225810436,2084.0329643577,-3.443222250829079,Other Western,domestic_PIs,372.0,3.443222250829079
p_D,0.0603470599633108,2173.5329922557344,0.7034656615468888,Other Western,domestic_PIs,372.0,0.7034656615468888
h_D,0.0932204689466296,2170.0633889621,0.5427130631807178,Other Western,domestic_PIs,372.0,0.5427130631807178
d,0.0336695344484046,128620.69441341578,-3.3745687413562826,Sinic,domestic_PIs,658.0,3.3745687413562826
h_D,0.0420745335283189,134055.53411653967,0.7083180175039577,Sinic,domestic_PIs,658.0,0.7083180175039577
p_D,0.0822633925951051,133797.53593017987,0.5144986159321163,Sinic,domestic_PIs,658.0,0.5144986159321163
d,0.0459350067675392,61776.13766343291,-3.366421433718481,United States,domestic_PIs,356.0,3.366421433718481
p_D,0.0723249223382045,64385.24230738008,0.7148812850133065,United States,domestic_PIs,356.0,0.7148812850133065
h_D,0.0937795038931025,64377.381274601255,0.7025846320114179,United States,domestic_PIs,356.0,0.7025846320114179
